Geography,Geographic Area Name,Population, MedianIncome ,Pct100kPlus,TotalSalaryPopulation,100k+,125Kk+,150k+,200k+, MedianHomeValue ,PctRenter,TotalRentersPopulation,OwnerOccupied,RenterOccupied,PctBAPlus
860Z200US44404,ZCTA5 44404,"1,712"," $ 47,058.00 ",21.4%,599,89,2,31,6," $ 162,300.00 ",9.8%,599,540,5900.00%,17.2%
860Z200US44405,ZCTA5 44405,"7,834"," $ 41,156.00 ",14.9%,"3,340",164,82,36,216," $ 77,500.00 ",31.1%,3340,2300,104000.00%,17.9%
860Z200US44406,ZCTA5 44406,"22,297"," $ 99,542.00 ",49.7%,"8,613","1,106","1,095",857,"1,221"," $ 260,600.00 ",11.1%,8613,7661,95200.00%,42.4%
860Z200US44408,ZCTA5 44408,"10,924"," $ 71,205.00 ",34.2%,"4,873",645,208,431,383," $ 197,400.00 ",32.9%,4873,3271,160200.00%,31.6%
860Z200US44410,ZCTA5 44410,"16,467"," $ 63,158.00 ",30.7%,"7,364",577,837,304,546," $ 174,600.00 ",19.1%,7364,5960,140400.00%,27.6%
860Z200US44411,ZCTA5 44411,"2,121"," $ 75,694.00 ",31.6%,756,72,72,81,14," $ 168,800.00 ",9.4%,756,685,7100.00%,12.9%
860Z200US44412,ZCTA5 44412,"3,073"," $ 102,083.00 ",53.6%,"1,110",223,146,116,110," $ 251,600.00 ",9.0%,1110,1010,10000.00%,18.3%
860Z200US44413,ZCTA5 44413,"7,329"," $ 51,071.00 ",14.4%,"3,034",174,63,109,90," $ 124,100.00 ",25.0%,3034,2275,75900.00%,8.3%
860Z200US44415,ZCTA5 44415,394,,,0,0,0,0,0,,,0,0,0.00%,8.1%
860Z200US44417,ZCTA5 44417,"1,423"," $ 56,964.00 ",28.2%,634,97,32,43,7," $ 154,500.00 ",5.2%,634,601,3300.00%,12.8%
860Z200US44418,ZCTA5 44418,"1,198"," $ 135,600.00 ",65.8%,480,46,69,177,24," $ 213,200.00 ",2.9%,480,466,1400.00%,29.3%
860Z200US44420,ZCTA5 44420,"15,066"," $ 52,542.00 ",22.4%,"6,439",518,275,344,305," $ 115,000.00 ",29.4%,6439,4547,189200.00%,20.4%
860Z200US44423,ZCTA5 44423,"2,515"," $ 81,146.00 ",37.0%,883,57,76,78,116," $ 182,600.00 ",17.4%,883,729,15400.00%,20.8%
860Z200US44424,ZCTA5 44424,84," $ 91,250.00 ",24.2%,33,3,5,0,0," $ 141,200.00 ",15.2%,33,28,500.00%,14.3%
860Z200US44425,ZCTA5 44425,"13,329"," $ 62,287.00 ",25.6%,"6,098",564,329,350,321," $ 128,800.00 ",18.6%,6098,4963,113500.00%,25.6%
860Z200US44427,ZCTA5 44427,"1,484",,24.0%,622,27,28,53,41,,12.5%,622,544,7800.00%,10.5%
860Z200US44428,ZCTA5 44428,"3,196"," $ 53,281.00 ",25.4%,"1,249",128,52,70,67," $ 145,100.00 ",25.5%,1249,930,31900.00%,13.5%
860Z200US44429,ZCTA5 44429,"2,361"," $ 77,781.00 ",29.7%,976,94,42,119,35," $ 153,000.00 ",22.2%,976,759,21700.00%,19.1%
860Z200US44430,ZCTA5 44430,"4,554"," $ 57,500.00 ",18.1%,"1,152",148,42,15,4," $ 111,000.00 ",20.6%,1152,915,23700.00%,4.6%
860Z200US44431,ZCTA5 44431,"4,607"," $ 64,872.00 ",24.0%,"1,851",182,81,144,38," $ 160,900.00 ",15.3%,1851,1567,28400.00%,16.0%
860Z200US44432,ZCTA5 44432,"12,029"," $ 63,173.00 ",22.8%,"4,188",362,189,224,180," $ 141,900.00 ",27.6%,4188,3034,115400.00%,12.8%
860Z200US44436,ZCTA5 44436,"3,121"," $ 75,478.00 ",26.2%,"1,461",134,74,109,66," $ 135,400.00 ",14.4%,1461,1250,21100.00%,18.6%
860Z200US44437,ZCTA5 44437,"3,900"," $ 72,545.00 ",33.6%,"1,663",327,20,136,75," $ 143,100.00 ",17.1%,1663,1379,28400.00%,23.2%
860Z200US44438,ZCTA5 44438,"5,045"," $ 42,934.00 ",10.2%,"2,421",142,63,41,0," $ 78,900.00 ",28.9%,2421,1722,69900.00%,15.4%
860Z200US44439,ZCTA5 44439,482," $ 65,500.00 ",18.4%,152,5,11,1,11," $ 168,800.00 ",18.4%,152,124,2800.00%,4.5%
860Z200US44440,ZCTA5 44440,"4,932"," $ 67,805.00 ",25.6%,"2,056",274,99,82,72," $ 159,300.00 ",20.3%,2056,1639,41700.00%,21.9%
860Z200US44441,ZCTA5 44441,"1,564"," $ 144,565.00 ",56.1%,672,15,42,297,23," $ 212,800.00 ",3.3%,672,650,2200.00%,18.9%
860Z200US44442,ZCTA5 44442,"3,856"," $ 54,432.00 ",23.0%,"1,654",130,134,70,46," $ 172,700.00 ",16.5%,1654,1381,27300.00%,26.5%
860Z200US44443,ZCTA5 44443,"1,950"," $ 71,875.00 ",30.6%,762,65,112,24,32," $ 226,400.00 ",27.6%,762,552,21000.00%,11.2%
860Z200US44444,ZCTA5 44444,"9,306"," $ 61,580.00 ",24.2%,"4,293",333,337,194,175," $ 129,000.00 ",29.1%,4293,3043,125000.00%,14.6%
860Z200US44445,ZCTA5 44445,"3,067"," $ 90,352.00 ",42.4%,"1,155",279,49,127,35," $ 194,300.00 ",17.2%,1155,956,19900.00%,15.1%
860Z200US44446,ZCTA5 44446,"20,014"," $ 49,779.00 ",17.6%,"9,348",626,426,355,239," $ 108,800.00 ",42.1%,9348,5416,393200.00%,19.9%
860Z200US44449,ZCTA5 44449,"1,362"," $ 67,679.00 ",40.5%,575,106,12,47,68," $ 159,000.00 ",19.0%,575,466,10900.00%,20.6%
860Z200US44450,ZCTA5 44450,"2,217"," $ 48,289.00 ",18.2%,724,35,8,84,5," $ 178,400.00 ",20.9%,724,573,15100.00%,11.6%
860Z200US44451,ZCTA5 44451,"2,886"," $ 64,554.00 ",32.0%,"1,161",76,63,120,112," $ 201,500.00 ",20.9%,1161,918,24300.00%,18.1%
860Z200US44452,ZCTA5 44452,"2,661"," $ 60,000.00 ",29.7%,"1,138",88,109,77,64," $ 223,800.00 ",17.0%,1138,944,19400.00%,26.5%
860Z200US44454,ZCTA5 44454,806," $ 75,417.00 ",40.0%,335,34,28,38,34," $ 164,900.00 ",11.0%,335,298,3700.00%,26.4%
860Z200US44455,ZCTA5 44455,"1,662"," $ 68,550.00 ",41.0%,561,110,4,57,59," $ 159,800.00 ",11.6%,561,496,6500.00%,12.1%
860Z200US44460,ZCTA5 44460,"25,289"," $ 59,882.00 ",24.4%,"10,477",915,689,529,421," $ 153,200.00 ",28.0%,10477,7548,292900.00%,19.5%
860Z200US44470,ZCTA5 44470,"4,074"," $ 59,738.00 ",31.9%,"1,664",298,53,109,70," $ 147,400.00 ",10.4%,1664,1491,17300.00%,15.3%
860Z200US44471,ZCTA5 44471,"10,296"," $ 52,811.00 ",21.6%,"4,568",404,289,233,60," $ 97,100.00 ",31.2%,4568,3145,142300.00%,17.8%
860Z200US44473,ZCTA5 44473,"4,106"," $ 76,382.00 ",36.3%,"1,705",168,152,125,174," $ 174,700.00 ",18.5%,1705,1389,31600.00%,26.8%
860Z200US44481,ZCTA5 44481,"10,287"," $ 63,285.00 ",22.6%,"4,334",460,124,229,167," $ 160,600.00 ",16.7%,4334,3609,72500.00%,14.3%
860Z200US44483,ZCTA5 44483,"25,602"," $ 47,629.00 ",15.6%,"11,492",753,571,276,195," $ 100,600.00 ",35.1%,11492,7464,402800.00%,16.0%
860Z200US44484,ZCTA5 44484,"21,634"," $ 65,435.00 ",31.7%,"9,131","1,078",680,515,617," $ 166,100.00 ",28.3%,9131,6546,258500.00%,24.6%
860Z200US44485,ZCTA5 44485,"15,194"," $ 33,720.00 ",13.9%,"6,533",491,129,52,235," $ 73,600.00 ",47.0%,6533,3465,306800.00%,14.2%
860Z200US44490,ZCTA5 44490,696," $ 43,182.00 ",9.9%,302,13,9,2,6," $ 98,200.00 ",40.1%,302,181,12100.00%,10.4%
860Z200US44491,ZCTA5 44491,"3,683"," $ 63,750.00 ",26.6%,"1,175",128,101,53,30," $ 206,300.00 ",12.1%,1175,1033,14200.00%,12.5%
860Z200US44493,ZCTA5 44493,119," $ 33,715.00 ",0.0%,57,0,0,0,0,,63.2%,57,21,3600.00%,71.8%
860Z200US44502,ZCTA5 44502,"9,369"," $ 32,259.00 ",5.8%,"3,587",96,61,46,5," $ 37,500.00 ",47.6%,3587,1880,170700.00%,8.4%
860Z200US44503,ZCTA5 44503,970," $ 12,764.00 ",0.0%,537,0,0,0,0,,100.0%,537,0,53700.00%,5.0%
860Z200US44504,ZCTA5 44504,"5,185"," $ 40,156.00 ",10.6%,"1,985",80,27,64,40," $ 74,700.00 ",58.9%,1985,816,116900.00%,24.1%
860Z200US44505,ZCTA5 44505,"16,449"," $ 36,480.00 ",13.3%,"6,523",274,169,275,148," $ 82,100.00 ",47.5%,6523,3424,309900.00%,16.1%
860Z200US44506,ZCTA5 44506,"2,214"," $ 22,321.00 ",2.7%,"1,201",12,0,21,0," $ 24,200.00 ",50.8%,1201,591,61000.00%,2.1%
860Z200US44507,ZCTA5 44507,"4,402"," $ 25,767.00 ",4.6%,"1,700",48,31,0,0," $ 27,200.00 ",53.9%,1700,784,91600.00%,6.8%
860Z200US44509,ZCTA5 44509,"10,775"," $ 36,472.00 ",12.1%,"5,018",371,133,60,44," $ 56,000.00 ",39.4%,5018,3039,197900.00%,14.3%
860Z200US44510,ZCTA5 44510,"2,091"," $ 20,706.00 ",0.5%,928,0,0,0,5,,65.1%,928,324,60400.00%,4.6%
860Z200US44511,ZCTA5 44511,"18,919"," $ 55,055.00 ",20.2%,"8,713",746,403,383,230," $ 110,700.00 ",22.5%,8713,6754,195900.00%,23.2%
860Z200US44512,ZCTA5 44512,"33,018"," $ 62,311.00 ",27.7%,"14,860","1,439","1,080",870,726," $ 158,800.00 ",33.1%,14860,9943,491700.00%,33.6%
860Z200US44514,ZCTA5 44514,"23,632"," $ 80,000.00 ",39.5%,"9,814","1,391",690,681,"1,112"," $ 190,100.00 ",14.8%,9814,8365,144900.00%,34.7%
860Z200US44515,ZCTA5 44515,"27,740"," $ 52,831.00 ",21.8%,"13,406","1,222",639,650,418," $ 142,200.00 ",34.7%,13406,8755,465100.00%,20.8%
860Z200US44555,ZCTA5 44555,170,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US44601,ZCTA5 44601,"32,823"," $ 61,887.00 ",22.8%,"13,124","1,175",581,796,438," $ 142,600.00 ",38.0%,13124,8133,499100.00%,16.4%
860Z200US44606,ZCTA5 44606,"7,883"," $ 72,754.00 ",32.0%,"2,471",104,140,439,107," $ 252,800.00 ",20.7%,2471,1959,51200.00%,9.1%
860Z200US44607,ZCTA5 44607,142,,69.2%,26,18,0,0,0,,0.0%,26,26,0.00%,0.0%
860Z200US44608,ZCTA5 44608,"2,702"," $ 56,136.00 ",20.0%,978,63,55,46,32," $ 159,200.00 ",41.3%,978,574,40400.00%,3.3%
860Z200US44609,ZCTA5 44609,"3,645"," $ 62,738.00 ",27.3%,"1,568",203,67,87,71," $ 190,200.00 ",14.8%,1568,1336,23200.00%,21.5%
860Z200US44610,ZCTA5 44610,120,,0.0%,65,0,0,0,0,,61.5%,65,25,4000.00%,0.0%
860Z200US44611,ZCTA5 44611,"2,313"," $ 60,075.00 ",19.0%,870,54,30,81,0," $ 167,200.00 ",5.9%,870,819,5100.00%,5.6%
860Z200US44612,ZCTA5 44612,"5,494"," $ 84,632.00 ",41.4%,"2,184",284,232,285,104," $ 244,200.00 ",29.2%,2184,1546,63800.00%,30.0%
860Z200US44613,ZCTA5 44613,"1,988"," $ 57,318.00 ",26.5%,767,85,35,61,22," $ 135,100.00 ",33.4%,767,511,25600.00%,7.8%
860Z200US44614,ZCTA5 44614,"13,088"," $ 83,143.00 ",39.1%,"5,617",756,404,501,534," $ 201,700.00 ",18.1%,5617,4602,101500.00%,27.9%
860Z200US44615,ZCTA5 44615,"9,830"," $ 66,391.00 ",24.3%,"4,260",355,195,200,285," $ 176,900.00 ",17.3%,4260,3522,73800.00%,10.5%
860Z200US44618,ZCTA5 44618,"7,869"," $ 69,282.00 ",29.3%,"2,611",279,178,108,200," $ 221,200.00 ",23.2%,2611,2004,60700.00%,23.2%
860Z200US44619,ZCTA5 44619,138," $ 64,511.00 ",0.0%,79,0,0,0,0,,0.0%,79,79,0.00%,38.4%
860Z200US44620,ZCTA5 44620,"1,318"," $ 73,250.00 ",36.3%,651,48,113,37,38," $ 198,000.00 ",16.4%,651,544,10700.00%,9.7%
860Z200US44621,ZCTA5 44621,"4,639"," $ 55,000.00 ",20.2%,"1,770",72,56,147,82," $ 119,100.00 ",34.6%,1770,1157,61300.00%,11.9%
860Z200US44622,ZCTA5 44622,"18,774"," $ 70,237.00 ",35.0%,"7,717",763,895,639,403," $ 200,000.00 ",32.3%,7717,5226,249100.00%,28.3%
860Z200US44624,ZCTA5 44624,"6,395"," $ 117,204.00 ",58.1%,"1,727",358,179,165,301," $ 287,900.00 ",11.4%,1727,1530,19700.00%,3.5%
860Z200US44625,ZCTA5 44625,945," $ 58,824.00 ",26.6%,380,26,42,25,8," $ 143,600.00 ",34.2%,380,250,13000.00%,10.1%
860Z200US44626,ZCTA5 44626,"2,751"," $ 78,125.00 ",38.4%,"1,316",170,164,122,50," $ 176,000.00 ",12.2%,1316,1156,16000.00%,18.1%
860Z200US44627,ZCTA5 44627,"7,299"," $ 81,895.00 ",39.6%,"1,819",141,186,134,260," $ 331,000.00 ",17.9%,1819,1493,32600.00%,5.4%
860Z200US44628,ZCTA5 44628,"1,039"," $ 57,222.00 ",20.3%,428,46,6,35,0," $ 164,600.00 ",21.0%,428,338,9000.00%,10.8%
860Z200US44629,ZCTA5 44629,"2,497"," $ 78,378.00 ",33.2%,940,53,145,91,23," $ 144,100.00 ",21.2%,940,741,19900.00%,16.4%
860Z200US44630,ZCTA5 44630,180,,100.0%,42,0,0,0,42,,0.0%,42,42,0.00%,31.6%
860Z200US44632,ZCTA5 44632,"10,655"," $ 88,448.00 ",47.8%,"4,024",651,422,459,393," $ 259,200.00 ",21.6%,4024,3155,86900.00%,29.6%
860Z200US44633,ZCTA5 44633,"2,275"," $ 72,617.00 ",21.1%,667,66,16,14,45," $ 196,700.00 ",26.8%,667,488,17900.00%,7.9%
860Z200US44634,ZCTA5 44634,"1,783"," $ 78,071.00 ",25.0%,844,118,32,22,39," $ 155,700.00 ",13.6%,844,729,11500.00%,10.6%
860Z200US44637,ZCTA5 44637,"2,588"," $ 58,542.00 ",25.7%,"1,011",152,33,33,42," $ 163,600.00 ",16.9%,1011,840,17100.00%,8.3%
860Z200US44638,ZCTA5 44638,"1,228"," $ 68,750.00 ",38.2%,437,33,54,53,27," $ 168,600.00 ",24.0%,437,332,10500.00%,11.7%
860Z200US44639,ZCTA5 44639,232," $ 52,262.00 ",18.4%,98,18,0,0,0," $ 70,700.00 ",13.3%,98,85,1300.00%,0.0%
860Z200US44640,ZCTA5 44640,103," $ 76,250.00 ",19.6%,56,1,0,4,6," $ 102,800.00 ",14.3%,56,48,800.00%,34.7%
860Z200US44641,ZCTA5 44641,"19,693"," $ 78,128.00 ",32.1%,"7,773",764,598,827,305," $ 199,300.00 ",25.8%,7773,5765,200800.00%,24.7%
860Z200US44643,ZCTA5 44643,"3,666"," $ 62,981.00 ",21.9%,"1,516",119,63,133,17," $ 164,100.00 ",27.3%,1516,1102,41400.00%,19.0%
860Z200US44644,ZCTA5 44644,"4,445"," $ 56,250.00 ",18.1%,"2,101",84,107,141,49," $ 184,900.00 ",33.8%,2101,1390,71100.00%,22.3%
860Z200US44645,ZCTA5 44645,"2,797"," $ 85,583.00 ",38.4%,"1,004",79,149,84,74," $ 228,800.00 ",12.4%,1004,880,12400.00%,24.2%
860Z200US44646,ZCTA5 44646,"48,283"," $ 66,767.00 ",30.8%,"19,692","2,031","1,291","1,500","1,248"," $ 181,600.00 ",33.0%,19692,13190,650200.00%,23.5%
860Z200US44647,ZCTA5 44647,"17,851"," $ 65,974.00 ",27.8%,"7,675",938,612,412,175," $ 141,700.00 ",21.7%,7675,6012,166300.00%,15.2%
860Z200US44651,ZCTA5 44651,956," $ 53,750.00 ",19.1%,330,41,14,8,0," $ 180,500.00 ",3.9%,330,317,1300.00%,7.7%
860Z200US44652,ZCTA5 44652,650," $ 45,676.00 ",26.9%,234,14,17,32,0," $ 261,600.00 ",52.1%,234,112,12200.00%,24.2%
860Z200US44653,ZCTA5 44653,893," $ 66,250.00 ",14.8%,318,13,19,8,7," $ 97,200.00 ",19.5%,318,256,6200.00%,5.6%
860Z200US44654,ZCTA5 44654,"20,329"," $ 75,195.00 ",36.4%,"6,352",796,510,525,480," $ 288,000.00 ",23.7%,6352,4844,150800.00%,13.8%
860Z200US44656,ZCTA5 44656,"2,616"," $ 58,718.00 ",17.2%,"1,113",101,35,7,48," $ 202,900.00 ",26.2%,1113,821,29200.00%,19.2%
860Z200US44657,ZCTA5 44657,"9,581"," $ 60,490.00 ",28.2%,"4,255",604,219,239,138," $ 157,400.00 ",28.6%,4255,3036,121900.00%,9.3%
860Z200US44659,ZCTA5 44659,54,,32.4%,34,5,6,0,0," $ 147,900.00 ",26.5%,34,25,900.00%,0.0%
860Z200US44660,ZCTA5 44660,58," $ 50,781.00 ",0.0%,25,0,0,0,0,,0.0%,25,25,0.00%,13.7%
860Z200US44661,ZCTA5 44661,489," $ 44,950.00 ",19.2%,151,1,2,26,0," $ 98,000.00 ",31.1%,151,104,4700.00%,17.9%
860Z200US44662,ZCTA5 44662,"9,929"," $ 69,387.00 ",29.7%,"3,923",467,281,229,187," $ 175,600.00 ",18.8%,3923,3184,73900.00%,16.9%
860Z200US44663,ZCTA5 44663,"24,732"," $ 62,383.00 ",24.9%,"11,170","1,169",638,572,405," $ 177,100.00 ",32.4%,11170,7547,362300.00%,20.4%
860Z200US44665,ZCTA5 44665,119," $ 98,750.00 ",40.8%,49,0,8,12,0,,0.0%,49,49,0.00%,26.9%
860Z200US44666,ZCTA5 44666,"3,122"," $ 101,250.00 ",50.9%,"1,147",299,108,113,64," $ 205,100.00 ",9.6%,1147,1037,11000.00%,18.5%
860Z200US44667,ZCTA5 44667,"13,688"," $ 72,402.00 ",31.6%,"5,057",557,436,373,232," $ 196,300.00 ",29.8%,5057,3551,150600.00%,24.7%
860Z200US44669,ZCTA5 44669,"1,889"," $ 79,485.00 ",43.8%,630,79,39,141,17," $ 203,000.00 ",27.8%,630,455,17500.00%,21.2%
860Z200US44670,ZCTA5 44670,155,,24.6%,69,10,7,0,0," $ 104,800.00 ",0.0%,69,69,0.00%,0.0%
860Z200US44671,ZCTA5 44671,77,,57.5%,40,0,23,0,0,,0.0%,40,40,0.00%,26.0%
860Z200US44672,ZCTA5 44672,"4,741"," $ 49,835.00 ",19.4%,"2,266",129,114,147,49," $ 98,900.00 ",50.1%,2266,1130,113600.00%,16.4%
860Z200US44675,ZCTA5 44675,"2,255"," $ 84,826.00 ",44.1%,920,170,65,66,105," $ 161,900.00 ",21.6%,920,721,19900.00%,23.7%
860Z200US44676,ZCTA5 44676,"5,626"," $ 73,668.00 ",32.3%,"1,952",124,259,114,133," $ 174,000.00 ",19.2%,1952,1578,37400.00%,20.2%
860Z200US44677,ZCTA5 44677,"2,867"," $ 73,631.00 ",33.7%,"1,061",85,140,55,78," $ 195,900.00 ",20.6%,1061,842,21900.00%,26.0%
860Z200US44678,ZCTA5 44678,183,,0.0%,68,0,0,0,0,,0.0%,68,68,0.00%,0.0%
860Z200US44680,ZCTA5 44680,"4,015"," $ 64,737.00 ",27.0%,"1,762",200,94,111,70," $ 202,500.00 ",28.6%,1762,1258,50400.00%,17.2%
860Z200US44681,ZCTA5 44681,"9,071"," $ 83,250.00 ",38.1%,"2,826",211,226,348,292," $ 304,700.00 ",20.1%,2826,2259,56700.00%,10.5%
860Z200US44682,ZCTA5 44682,"1,250"," $ 81,250.00 ",28.5%,438,95,17,13,0," $ 161,200.00 ",29.7%,438,308,13000.00%,17.9%
860Z200US44683,ZCTA5 44683,"7,888"," $ 55,179.00 ",20.4%,"3,222",317,189,104,48," $ 114,900.00 ",41.1%,3222,1899,132300.00%,11.1%
860Z200US44685,ZCTA5 44685,"28,655"," $ 100,094.00 ",50.0%,"11,175","1,345","1,425","1,391","1,432"," $ 259,900.00 ",17.1%,11175,9268,190700.00%,40.5%
860Z200US44687,ZCTA5 44687,406,,7.6%,92,0,7,0,0," $ 322,900.00 ",41.3%,92,54,3800.00%,14.4%
860Z200US44688,ZCTA5 44688,"2,895"," $ 58,936.00 ",24.7%,"1,145",105,101,24,53," $ 130,900.00 ",31.2%,1145,788,35700.00%,5.5%
860Z200US44689,ZCTA5 44689,479," $ 95,893.00 ",42.2%,135,19,12,10,16," $ 104,200.00 ",26.7%,135,99,3600.00%,3.5%
860Z200US44690,ZCTA5 44690,52,,0.0%,52,0,0,0,0,,46.2%,52,28,2400.00%,53.8%
860Z200US44691,ZCTA5 44691,"44,390"," $ 71,319.00 ",30.2%,"18,117","2,070","1,231","1,133","1,041"," $ 216,800.00 ",28.2%,18117,13013,510400.00%,29.2%
860Z200US44693,ZCTA5 44693,52," $ 110,938.00 ",60.0%,15,7,0,2,0," $ 98,300.00 ",26.7%,15,11,400.00%,6.5%
860Z200US44695,ZCTA5 44695,"1,400"," $ 58,938.00 ",26.1%,547,88,40,0,15," $ 183,400.00 ",15.7%,547,461,8600.00%,9.0%
860Z200US44697,ZCTA5 44697,267," $ 55,833.00 ",34.3%,134,27,4,8,7," $ 316,700.00 ",3.7%,134,129,500.00%,24.4%
860Z200US44699,ZCTA5 44699,673," $ 45,556.00 ",15.8%,310,24,9,7,9," $ 180,700.00 ",23.9%,310,236,7400.00%,16.0%
860Z200US44702,ZCTA5 44702,"1,029"," $ 13,159.00 ",0.0%,625,0,0,0,0," $ 107,600.00 ",96.0%,625,25,60000.00%,11.7%
860Z200US44703,ZCTA5 44703,"8,468"," $ 31,950.00 ",6.5%,"3,838",122,41,55,32," $ 78,100.00 ",67.4%,3838,1250,258800.00%,13.5%
860Z200US44704,ZCTA5 44704,"3,583"," $ 34,063.00 ",7.4%,"1,654",110,6,6,0," $ 65,100.00 ",45.3%,1654,905,74900.00%,9.8%
860Z200US44705,ZCTA5 44705,"17,574"," $ 41,903.00 ",11.8%,"7,093",273,243,214,104," $ 74,600.00 ",43.5%,7093,4004,308900.00%,10.1%
860Z200US44706,ZCTA5 44706,"16,485"," $ 55,474.00 ",20.0%,"7,145",604,419,249,155," $ 132,200.00 ",30.4%,7145,4976,216900.00%,9.7%
860Z200US44707,ZCTA5 44707,"8,849"," $ 38,983.00 ",10.6%,"3,453",180,17,111,57," $ 106,900.00 ",51.7%,3453,1668,178500.00%,7.2%
860Z200US44708,ZCTA5 44708,"24,761"," $ 60,159.00 ",27.1%,"10,664",953,672,669,596," $ 164,500.00 ",30.3%,10664,7436,322800.00%,25.8%
860Z200US44709,ZCTA5 44709,"18,917"," $ 53,144.00 ",18.3%,"8,654",542,338,407,300," $ 149,400.00 ",40.6%,8654,5142,351200.00%,25.9%
860Z200US44710,ZCTA5 44710,"8,253"," $ 50,453.00 ",15.7%,"3,621",364,94,63,49," $ 101,400.00 ",41.6%,3621,2116,150500.00%,14.2%
860Z200US44714,ZCTA5 44714,"10,110"," $ 57,583.00 ",23.1%,"4,157",186,399,163,213," $ 143,300.00 ",39.6%,4157,2512,164500.00%,25.3%
860Z200US44718,ZCTA5 44718,"12,809"," $ 86,171.00 ",42.9%,"5,728",502,375,571,"1,008"," $ 285,500.00 ",30.0%,5728,4011,171700.00%,38.2%
860Z200US44720,ZCTA5 44720,"39,656"," $ 81,045.00 ",40.0%,"17,044","1,757","1,558","1,833","1,673"," $ 233,800.00 ",29.0%,17044,12094,495000.00%,39.4%
860Z200US44721,ZCTA5 44721,"13,722"," $ 95,199.00 ",44.8%,"5,184",722,589,542,471," $ 219,600.00 ",11.6%,5184,4584,60000.00%,37.9%
860Z200US44730,ZCTA5 44730,"6,096"," $ 70,344.00 ",29.3%,"2,575",217,230,177,130," $ 153,600.00 ",20.2%,2575,2054,52100.00%,20.3%
860Z200US44802,ZCTA5 44802,919," $ 61,667.00 ",32.7%,358,65,17,28,7," $ 145,300.00 ",9.8%,358,323,3500.00%,10.7%
860Z200US44804,ZCTA5 44804,"1,603"," $ 92,212.00 ",46.0%,485,93,108,21,1," $ 188,100.00 ",5.8%,485,457,2800.00%,31.9%
860Z200US44805,ZCTA5 44805,"31,024"," $ 62,058.00 ",25.7%,"12,157","1,384",732,491,521," $ 165,000.00 ",27.5%,12157,8817,334000.00%,23.6%
860Z200US44807,ZCTA5 44807,"2,118"," $ 76,302.00 ",39.0%,923,48,165,127,20," $ 130,800.00 ",16.1%,923,774,14900.00%,23.0%
860Z200US44809,ZCTA5 44809,103," $ 88,529.00 ",30.0%,50,0,0,15,0," $ 130,000.00 ",20.0%,50,40,1000.00%,30.1%
860Z200US44811,ZCTA5 44811,"12,486"," $ 64,453.00 ",28.2%,"5,266",492,481,287,227," $ 156,900.00 ",25.9%,5266,3902,136400.00%,17.9%
860Z200US44813,ZCTA5 44813,"7,816"," $ 81,214.00 ",38.3%,"3,032",555,214,283,110," $ 210,300.00 ",22.1%,3032,2363,66900.00%,20.8%
860Z200US44814,ZCTA5 44814,"2,329"," $ 72,455.00 ",38.8%,925,156,113,81,9," $ 231,100.00 ",22.4%,925,718,20700.00%,20.3%
860Z200US44815,ZCTA5 44815,762," $ 62,794.00 ",23.2%,302,28,25,0,17," $ 101,100.00 ",19.5%,302,243,5900.00%,6.2%
860Z200US44817,ZCTA5 44817,"1,606"," $ 69,688.00 ",28.2%,642,48,46,82,5," $ 158,900.00 ",12.9%,642,559,8300.00%,22.8%
860Z200US44818,ZCTA5 44818,"2,048"," $ 64,792.00 ",29.1%,801,44,119,26,44," $ 139,800.00 ",17.9%,801,658,14300.00%,13.3%
860Z200US44820,ZCTA5 44820,"17,265"," $ 56,942.00 ",24.1%,"7,451",763,435,400,197," $ 134,100.00 ",27.1%,7451,5429,202200.00%,13.4%
860Z200US44822,ZCTA5 44822,"4,119"," $ 66,816.00 ",28.4%,"1,276",79,94,113,77," $ 214,900.00 ",23.6%,1276,975,30100.00%,17.9%
860Z200US44824,ZCTA5 44824,"3,952"," $ 82,321.00 ",38.7%,"1,656",231,209,112,89," $ 176,400.00 ",14.1%,1656,1422,23400.00%,22.1%
860Z200US44825,ZCTA5 44825,166," $ 47,500.00 ",2.0%,50,0,1,0,0," $ 74,400.00 ",14.0%,50,43,700.00%,8.0%
860Z200US44826,ZCTA5 44826,"1,002"," $ 56,250.00 ",26.8%,508,52,21,24,39," $ 187,900.00 ",11.8%,508,448,6000.00%,10.6%
860Z200US44827,ZCTA5 44827,"7,009"," $ 53,089.00 ",22.7%,"3,161",318,203,139,56," $ 111,800.00 ",21.8%,3161,2472,68900.00%,19.1%
860Z200US44828,ZCTA5 44828,154," $ 26,118.00 ",0.0%,65,0,0,0,0,,70.8%,65,19,4600.00%,17.6%
860Z200US44830,ZCTA5 44830,"18,409"," $ 61,589.00 ",23.0%,"7,309",815,436,276,151," $ 109,900.00 ",27.1%,7309,5328,198100.00%,11.5%
860Z200US44833,ZCTA5 44833,"16,641"," $ 57,234.00 ",25.1%,"7,262",835,270,487,233," $ 127,700.00 ",34.6%,7262,4747,251500.00%,15.8%
860Z200US44836,ZCTA5 44836,"2,450"," $ 76,144.00 ",30.3%,903,55,134,43,42," $ 128,300.00 ",11.6%,903,798,10500.00%,15.1%
860Z200US44837,ZCTA5 44837,"4,514"," $ 69,513.00 ",33.1%,"1,557",124,123,81,188," $ 157,500.00 ",21.3%,1557,1225,33200.00%,15.6%
