run_timestamp,run_id,day_id,store_id,store_name,must_visit,arrive,depart,lat,lon,address,dwell_min,drive_min,distance_mi,score,tags
2025-09-18T04:05:01.817Z,BU-v1,Thu,AU,Antiques & Uniques,true,11:24,11:54,41.616224227171,-81.460742434228,"30200 Euclid Ave, Wickliffe, OH 44092",30,24.48324695525579,14.281894057232543,4.8,must-visit;Antique
2025-09-18T04:05:01.817Z,BU-v1,Thu,SBTL,Shops By The Lake,true,12:22,12:52,41.748994881171,-81.208780911127,"1871 N Ridge Rd, Painesville, OH 44077",30,27.278269507189513,15.912323879193883,4,must-visit;Vintage
2025-09-18T04:05:01.817Z,BU-v1,Thu,SAVERSB,Savers,true,16:55,17:25,42.7853963,-78.8107985,"3701 McKinley Pkwy, Buffalo, NY 14219",30,243.39738672186883,141.98180892109013,4.8,must-visit;Thrift
