Zip,Name,MedianIncome,PctHH_100kPlus,PctRenters,Population,AcsYear,Dataset,FetchedAtUtc,Status,ErrorMessage,RentersCount,OccupiedCount,HHCount_100kPlus,HHCountTotal
15752,ZCTA5 15752,39125,13.514,13.514,93,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5,37,5,37
15753,ZCTA5 15753,53625,30.857,17.143,425,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,30,175,54,175
15754,ZCTA5 15754,72750,43.662,30.986,382,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,44,142,62,142
15756,ZCTA5 15756,45625,8.000,28.000,141,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,14,50,4,50
15757,ZCTA5 15757,51328,34.991,15.808,1200,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,89,563,197,563
15759,ZCTA5 15759,57250,41.036,23.008,2778,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,231,1004,412,1004
15760,ZCTA5 15760,78125,61.905,0.000,142,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,42,26,42
15761,ZCTA5 15761,55250,22.857,48.571,145,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,17,35,8,35
15762,ZCTA5 15762,62500,44.798,8.092,866,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,28,346,155,346
15763,ZCTA5 15763,,43.750,43.750,22,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,7,16,7,16
15764,ZCTA5 15764,58750,32.258,8.065,154,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5,62,20,62
15765,ZCTA5 15765,71250,47.302,16.187,1538,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,90,556,263,556
15767,ZCTA5 15767,49907,32.568,29.607,14136,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1740,5877,1914,5877
15770,ZCTA5 15770,44688,39.759,9.639,192,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,8,83,33,83
15771,ZCTA5 15771,59196,38.369,10.574,868,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,35,331,127,331
15772,ZCTA5 15772,54500,35.531,25.092,1544,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,137,546,194,546
15773,ZCTA5 15773,62813,28.977,10.795,488,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,19,176,51,176
15774,ZCTA5 15774,81544,53.295,14.158,2689,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,174,1229,655,1229
15775,ZCTA5 15775,78365,52.055,0.000,467,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,219,114,219
15776,ZCTA5 15776,26250,25.000,15.000,29,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3,20,5,20
15777,ZCTA5 15777,31786,0.000,0.000,33,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,18,0,18
15778,ZCTA5 15778,85417,53.846,1.538,364,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1,65,35,65
15779,ZCTA5 15779,44901,11.236,0.000,575,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,89,10,89
15780,ZCTA5 15780,77500,50.000,10.000,65,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3,30,15,30
15781,ZCTA5 15781,43750,5.714,5.714,76,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2,35,2,35
15783,ZCTA5 15783,76250,50.000,27.273,52,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,6,22,11,22
15784,ZCTA5 15784,58125,39.286,10.714,49,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3,28,11,28
15801,ZCTA5 15801,66380,43.900,26.232,20251,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2193,8360,3670,8360
15821,ZCTA5 15821,48750,15.909,15.909,64,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,7,44,7,44
15823,ZCTA5 15823,62695,36.717,15.059,1289,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,89,591,217,591
15824,ZCTA5 15824,62500,41.731,20.913,4954,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,435,2080,868,2080
15825,ZCTA5 15825,61522,38.730,28.738,9407,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1136,3953,1531,3953
15827,ZCTA5 15827,72000,48.462,0.000,345,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,130,63,130
15828,ZCTA5 15828,35938,25.333,20.667,287,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,31,150,38,150
15829,ZCTA5 15829,66719,43.454,18.786,1313,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,99,527,229,527
15831,ZCTA5 15831,,75.000,75.000,56,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,15,20,15,20
15832,ZCTA5 15832,40139,28.758,24.837,282,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,38,153,44,153
15834,ZCTA5 15834,47880,28.430,32.343,4086,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,653,2019,574,2019
15840,ZCTA5 15840,55125,35.271,23.773,1807,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,184,774,273,774
15841,ZCTA5 15841,27386,9.890,16.484,188,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,15,91,9,91
15845,ZCTA5 15845,65000,43.381,21.871,3109,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,304,1390,603,1390
15846,ZCTA5 15846,77917,52.703,18.279,3361,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,257,1406,741,1406
15847,ZCTA5 15847,84583,76.190,23.810,80,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5,21,16,21
15848,ZCTA5 15848,62917,36.386,14.356,1081,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,58,404,147,404
15849,ZCTA5 15849,59412,37.782,21.053,1285,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,112,532,201,532
15851,ZCTA5 15851,60842,38.422,22.642,7227,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,617,2725,1047,2725
15853,ZCTA5 15853,60380,41.731,23.322,6330,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,636,2727,1138,2727
15856,ZCTA5 15856,61667,42.211,9.548,883,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,38,398,168,398
15857,ZCTA5 15857,64894,42.614,23.995,12825,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1379,5747,2449,5747
15860,ZCTA5 15860,67000,38.764,16.667,1193,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,89,534,207,534
15861,ZCTA5 15861,76563,54.545,5.455,107,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3,55,30,55
15863,ZCTA5 15863,65417,45.763,0.000,135,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,59,27,59
15864,ZCTA5 15864,61417,39.210,22.144,1852,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,157,709,278,709
15865,ZCTA5 15865,37885,26.766,35.130,1023,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,189,538,144,538
15866,ZCTA5 15866,78750,53.448,8.621,160,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5,58,31,58
15868,ZCTA5 15868,61042,36.780,11.669,1596,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,79,677,249,677
15870,ZCTA5 15870,58750,38.806,7.276,1239,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,39,536,208,536
15901,ZCTA5 15901,27946,10.753,58.884,3466,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1150,1953,210,1953
15902,ZCTA5 15902,42163,24.226,35.797,11593,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1816,5073,1229,5073
15904,ZCTA5 15904,65122,44.241,27.376,16283,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1823,6659,2946,6659
15905,ZCTA5 15905,70620,47.304,24.011,19722,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2075,8642,4088,8642
15906,ZCTA5 15906,39713,22.482,33.118,9654,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1588,4795,1078,4795
15909,ZCTA5 15909,59226,38.186,17.549,4850,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,358,2040,779,2040
15920,ZCTA5 15920,73750,47.170,7.547,691,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,20,265,125,265
15921,ZCTA5 15921,50917,8.065,33.065,267,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,41,124,10,124
15922,ZCTA5 15922,,51.724,10.345,81,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,3,29,15,29
15923,ZCTA5 15923,52347,38.725,11.601,1609,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,71,612,237,612
15924,ZCTA5 15924,58333,44.751,11.878,867,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,43,362,162,362
15925,ZCTA5 15925,55750,19.512,17.073,95,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,7,41,8,41
15926,ZCTA5 15926,60972,40.175,12.938,2474,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,133,1028,413,1028
15927,ZCTA5 15927,95375,75.090,21.300,851,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,59,277,208,277
15928,ZCTA5 15928,90156,52.558,10.532,2241,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,105,997,524,997
15929,ZCTA5 15929,,29.730,40.541,146,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,15,37,11,37
15930,ZCTA5 15930,140904,73.596,0.000,410,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,178,131,178
15931,ZCTA5 15931,62772,39.727,20.677,8852,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,788,3811,1514,3811
15934,ZCTA5 15934,,,,0,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
15935,ZCTA5 15935,65481,40.000,7.536,2567,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,78,1035,414,1035
15936,ZCTA5 15936,57917,36.800,10.240,1353,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,64,625,230,625
15937,ZCTA5 15937,58767,37.457,6.873,601,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,20,291,109,291
15938,ZCTA5 15938,66680,44.224,8.251,2307,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,75,909,402,909
15940,ZCTA5 15940,86250,58.580,12.870,3823,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,87,676,396,676
15942,ZCTA5 15942,86528,58.717,9.344,2134,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,67,717,421,717
15943,ZCTA5 15943,51875,33.152,29.879,3747,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,493,1650,547,1650
15944,ZCTA5 15944,70086,47.686,14.298,3198,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,173,1210,577,1210
15945,ZCTA5 15945,,26.786,0.000,162,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,56,15,56
15946,ZCTA5 15946,56602,36.395,17.045,6630,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,488,2863,1042,2863
15948,ZCTA5 15948,52845,18.750,7.955,343,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,14,176,33,176
15949,ZCTA5 15949,69375,44.610,10.781,727,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,29,269,120,269
15951,ZCTA5 15951,38821,17.869,24.055,550,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,70,291,52,291
15952,ZCTA5 15952,55859,29.630,34.113,1157,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,175,513,152,513
15953,ZCTA5 15953,37277,0.000,0.000,131,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,51,0,51
15954,ZCTA5 15954,43190,23.290,17.468,2186,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,189,1082,252,1082
15955,ZCTA5 15955,69125,46.251,7.392,2241,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,70,947,438,947
15956,ZCTA5 15956,52679,29.350,11.775,2464,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,134,1138,334,1138
15957,ZCTA5 15957,77750,55.645,3.226,317,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4,124,69,124
15958,ZCTA5 15958,69265,43.187,11.547,2190,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,100,866,374,866
15960,ZCTA5 15960,63359,27.473,15.385,169,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,14,91,25,91
15961,ZCTA5 15961,53472,34.270,19.663,823,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,70,356,122,356
15962,ZCTA5 15962,56750,46.218,20.168,388,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,24,119,55,119
15963,ZCTA5 15963,59256,42.597,19.059,10383,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,847,4444,1893,4444
16001,ZCTA5 16001,61325,41.470,32.021,39733,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5768,18013,7470,18013
16002,ZCTA5 16002,82676,53.442,14.237,15722,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,914,6420,3431,6420
16020,ZCTA5 16020,85625,53.687,6.682,1179,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,29,434,233,434
16022,ZCTA5 16022,75625,51.538,32.308,296,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,42,130,67,130
16023,ZCTA5 16023,83704,51.970,28.140,4130,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,457,1624,844,1624
16024,ZCTA5 16024,80000,50.000,21.698,278,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,23,106,53,106
16025,ZCTA5 16025,75000,50.000,17.194,4880,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,326,1896,948,1896
16027,ZCTA5 16027,70000,49.324,27.703,441,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,41,148,73,148
16028,ZCTA5 16028,61250,38.785,28.621,2053,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,245,856,332,856
16029,ZCTA5 16029,58306,35.196,18.156,902,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,65,358,126,358
16030,ZCTA5 16030,48750,30.909,26.364,253,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,29,110,34,110
16033,ZCTA5 16033,100606,61.243,22.516,7934,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,750,3331,2040,3331
16034,ZCTA5 16034,85750,57.178,13.861,1781,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,112,808,462,808
16035,ZCTA5 16035,60385,25.000,30.357,144,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,17,56,14,56
16036,ZCTA5 16036,59911,44.715,32.520,297,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,40,123,55,123
16037,ZCTA5 16037,90078,56.397,9.877,4840,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,193,1954,1102,1954
16038,ZCTA5 16038,74868,49.921,22.117,3213,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,280,1266,632,1266
16040,ZCTA5 16040,87891,56.598,13.783,1013,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,47,341,193,341
16041,ZCTA5 16041,68750,46.612,13.821,1865,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,102,738,344,738
16045,ZCTA5 16045,69750,47.930,40.305,1109,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,185,459,220,459
16046,ZCTA5 16046,143987,76.990,16.805,19577,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1197,7123,5484,7123
16048,ZCTA5 16048,57500,32.857,31.429,225,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,22,70,23,70
16049,ZCTA5 16049,63295,41.723,18.159,2897,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,215,1184,494,1184
16050,ZCTA5 16050,58558,39.909,19.728,978,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,87,441,176,441
16051,ZCTA5 16051,80642,53.263,6.752,3118,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,90,1333,710,1333
16052,ZCTA5 16052,79438,53.601,8.264,2246,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,70,847,454,847
16053,ZCTA5 16053,74342,49.038,16.923,3284,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,264,1560,765,1560
16054,ZCTA5 16054,70250,45.098,12.418,358,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,19,153,69,153
16055,ZCTA5 16055,89112,62.145,8.632,8856,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,301,3487,2167,3487
16056,ZCTA5 16056,73527,49.127,25.013,4429,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,473,1891,929,1891
16057,ZCTA5 16057,56285,39.286,45.046,15264,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2323,5157,2026,5157
16059,ZCTA5 16059,100169,62.886,8.889,9770,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,348,3915,2462,3915
16061,ZCTA5 16061,72500,48.952,13.103,2578,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,125,954,467,954
16063,ZCTA5 16063,86533,53.537,32.601,8188,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1143,3506,1877,3506
16066,ZCTA5 16066,125390,71.992,23.966,33543,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3296,13753,9901,13753
16101,ZCTA5 16101,50481,35.243,31.084,30960,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4096,13177,4644,13177
16102,ZCTA5 16102,52480,36.158,21.657,4933,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,460,2124,768,2124
16105,ZCTA5 16105,67256,45.194,24.691,15195,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1639,6638,3000,6638
16110,ZCTA5 16110,82938,55.172,8.966,380,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,13,145,80,145
16111,ZCTA5 16111,55833,40.314,14.921,1168,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,57,382,154,382
16112,ZCTA5 16112,79821,53.036,13.571,1431,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,76,560,297,560
16113,ZCTA5 16113,59625,41.401,14.650,351,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,23,157,65,157
16114,ZCTA5 16114,63750,42.009,11.416,575,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,25,219,92,219
16115,ZCTA5 16115,70033,44.306,16.080,3451,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,233,1449,642,1449
16116,ZCTA5 16116,69046,44.754,7.049,2783,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,86,1220,546,1220
16117,ZCTA5 16117,69982,46.486,22.334,16013,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1646,7370,3426,7370
16120,ZCTA5 16120,65288,42.087,16.514,2185,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,144,872,367,872
16121,ZCTA5 16121,39412,19.849,41.068,4290,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,869,2116,420,2116
16123,ZCTA5 16123,104750,69.040,9.907,2601,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,96,969,669,969
16124,ZCTA5 16124,56597,32.195,21.301,1656,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,131,615,198,615
16125,ZCTA5 16125,56851,36.448,28.490,17088,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2037,7150,2606,7150
16127,ZCTA5 16127,69842,45.616,25.668,15295,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1373,5349,2440,5349
16130,ZCTA5 16130,57171,36.422,16.731,1876,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,130,777,283,777
16131,ZCTA5 16131,62989,38.904,15.342,784,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,56,365,142,365
16132,ZCTA5 16132,51346,25.481,17.788,370,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,37,208,53,208
16133,ZCTA5 16133,79813,53.309,10.733,1528,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,60,559,298,559
16134,ZCTA5 16134,57798,40.011,15.652,4080,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,275,1757,703,1757
16136,ZCTA5 16136,62411,38.123,24.927,797,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,85,341,130,341
16137,ZCTA5 16137,69975,46.370,18.412,12327,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,814,4421,2050,4421
16140,ZCTA5 16140,76193,58.678,16.529,386,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,20,121,71,121
16141,ZCTA5 16141,68375,43.962,13.976,1901,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,103,737,324,737
16142,ZCTA5 16142,78750,51.125,24.594,5433,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,470,1911,977,1911
16143,ZCTA5 16143,88452,54.397,9.045,1995,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,72,796,433,796
16145,ZCTA5 16145,64500,44.881,18.430,2674,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,216,1172,526,1172
16146,ZCTA5 16146,44736,24.838,47.634,13033,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2869,6023,1496,6023
16148,ZCTA5 16148,72680,48.346,26.366,16563,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2056,7798,3770,7798
16150,ZCTA5 16150,61638,39.447,26.916,7053,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,857,3184,1256,3184
16151,ZCTA5 16151,73958,39.130,21.739,57,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5,23,9,23
16153,ZCTA5 16153,64625,40.083,22.326,2303,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,215,963,386,963
16154,ZCTA5 16154,70441,47.284,3.320,2351,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,33,994,470,994
16155,ZCTA5 16155,55179,30.303,100.000,94,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,33,33,10,33
16156,ZCTA5 16156,68510,47.220,15.955,3385,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,198,1241,586,1241
16157,ZCTA5 16157,56582,36.960,23.280,2759,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,291,1250,462,1250
16159,ZCTA5 16159,70482,45.947,22.997,4664,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,488,2122,975,2122
16160,ZCTA5 16160,41841,27.079,37.527,949,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,176,469,127,469
16161,ZCTA5 16161,43625,25.902,43.934,703,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,134,305,79,305
16172,ZCTA5 16172,,,,899,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
16201,ZCTA5 16201,70949,46.330,25.548,16734,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1817,7112,3295,7112
16210,ZCTA5 16210,46875,34.583,12.917,569,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,31,240,83,240
16211,ZCTA5 16211,43182,13.158,7.895,203,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3,38,5,38
16212,ZCTA5 16212,51833,32.857,7.143,248,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,10,140,46,140
16213,ZCTA5 16213,65000,44.643,26.786,119,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,15,56,25,56
16214,ZCTA5 16214,53430,34.588,51.656,8655,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1716,3322,1149,3322
16217,ZCTA5 16217,54219,5.128,5.128,87,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2,39,2,39
16218,ZCTA5 16218,72232,47.711,12.771,1138,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,53,415,198,415
16220,ZCTA5 16220,,32.000,0.000,72,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,25,8,25
16222,ZCTA5 16222,61313,32.249,10.239,3139,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,107,1045,337,1045
16223,ZCTA5 16223,58542,28.125,37.500,57,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,12,32,9,32
16224,ZCTA5 16224,77853,52.066,16.804,827,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,61,363,189,363
16226,ZCTA5 16226,61563,42.633,20.531,7994,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,758,3692,1574,3692
16228,ZCTA5 16228,64750,37.059,9.412,386,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,16,170,63,170
16229,ZCTA5 16229,74792,49.864,23.053,4900,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,509,2208,1101,2208
16230,ZCTA5 16230,46696,27.692,22.051,485,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,43,195,54,195
16232,ZCTA5 16232,58583,40.390,23.246,4091,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,381,1639,662,1639
16233,ZCTA5 16233,89787,67.364,6.904,1148,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,33,478,322,478
16235,ZCTA5 16235,80972,57.471,9.195,1407,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,56,609,350,609
16236,ZCTA5 16236,,34.783,19.565,215,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,18,92,32,92
16238,ZCTA5 16238,75714,54.444,17.778,446,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,32,180,98,180
16239,ZCTA5 16239,50218,24.833,36.449,3988,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,273,749,186,749
16240,ZCTA5 16240,59722,36.473,18.151,1436,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,106,584,213,584
16242,ZCTA5 16242,54727,38.187,27.365,4328,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,483,1765,674,1765
16244,ZCTA5 16244,49091,22.368,26.974,329,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,41,152,34,152
