zip,name,median_income,pct_hh_100k_plus,pct_renters,population,acs_year,dataset,fetched_at_utc,status,error_message,renters_count,occupied_count,hh_count_100k_plus,hh_count_total
12823,ZCTA5 12823,114450,70.222,5.333,682,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,12,225,158,225
12824,ZCTA5 12824,123026,73.043,4.565,1022,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,21,460,336,460
12827,ZCTA5 12827,81607,53.342,15.617,3935,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,243,1556,830,1556
12828,ZCTA5 12828,77776,52.069,16.742,9775,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,627,3745,1950,3745
12831,ZCTA5 12831,100833,61.191,23.504,17834,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1657,7050,4314,7050
12832,ZCTA5 12832,66415,44.054,20.344,6395,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,532,2615,1152,2615
12833,ZCTA5 12833,97621,58.242,13.599,5368,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,297,2184,1272,2184
12834,ZCTA5 12834,82931,54.013,18.366,6137,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,508,2766,1494,2766
12835,ZCTA5 12835,70638,42.350,15.142,2700,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,192,1268,537,1268
12836,ZCTA5 12836,81875,60.227,13.258,473,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,35,264,159,264
12837,ZCTA5 12837,76979,52.786,16.716,943,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,57,341,180,341
12838,ZCTA5 12838,65387,30.303,21.212,699,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,63,297,90,297
12839,ZCTA5 12839,70006,44.887,38.899,13618,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,2248,5779,2594,5779
12841,ZCTA5 12841,61389,28.788,0.000,87,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,66,19,66
12842,ZCTA5 12842,60592,46.120,20.621,952,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,93,451,208,451
12843,ZCTA5 12843,65227,27.143,5.000,729,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,14,280,76,280
12844,ZCTA5 12844,181696,74.737,9.474,207,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,9,95,71,95
12845,ZCTA5 12845,95583,60.286,23.890,4389,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,468,1959,1181,1959
12846,ZCTA5 12846,47449,35.972,18.556,3007,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,293,1579,568,1579
12847,ZCTA5 12847,72700,41.786,10.357,667,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,29,280,117,280
12849,ZCTA5 12849,112250,65.254,28.814,398,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,34,118,77,118
12850,ZCTA5 12850,94189,57.873,8.384,2537,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,82,978,566,978
12851,ZCTA5 12851,77969,51.128,3.008,304,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4,133,68,133
12852,ZCTA5 12852,76000,52.439,4.878,381,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,8,164,86,164
12853,ZCTA5 12853,58850,36.410,17.436,1384,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,102,585,213,585
12854,ZCTA5 12854,,45.000,0.000,98,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,40,18,40
12855,ZCTA5 12855,67955,34.694,6.122,198,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,6,98,34,98
12856,ZCTA5 12856,58714,28.824,48.235,300,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,82,170,49,170
12857,ZCTA5 12857,63935,38.871,11.285,613,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,36,319,124,319
12858,ZCTA5 12858,151875,67.816,0.000,167,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,87,59,87
12859,ZCTA5 12859,72847,47.641,13.394,1629,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,88,657,313,657
12860,ZCTA5 12860,,46.939,17.007,377,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,25,147,69,147
12861,ZCTA5 12861,98125,70.000,6.667,516,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,14,210,147,210
12862,ZCTA5 12862,,32.632,49.474,149,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,47,95,31,95
12863,ZCTA5 12863,92536,55.663,18.770,870,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,58,309,172,309
12864,ZCTA5 12864,,100.000,0.000,9,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,4,4,4
12865,ZCTA5 12865,70868,46.799,18.322,3353,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,249,1359,636,1359
12866,ZCTA5 12866,98374,62.040,37.456,39657,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,6763,18056,11202,18056
12870,ZCTA5 12870,65326,41.795,17.821,1770,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,139,780,326,780
12871,ZCTA5 12871,83775,55.277,26.714,3997,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,448,1677,927,1677
12872,ZCTA5 12872,,,,0,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
12873,ZCTA5 12873,95417,60.641,33.236,820,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,114,343,208,343
12874,ZCTA5 12874,,55.952,22.619,154,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,19,84,47,84
12878,ZCTA5 12878,61667,41.549,14.437,768,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,41,284,118,284
12883,ZCTA5 12883,67532,44.092,34.774,4781,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,724,2082,918,2082
12884,ZCTA5 12884,46071,34.234,41.441,567,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,92,222,76,222
12885,ZCTA5 12885,65454,43.510,21.293,4531,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,461,2165,942,2165
12886,ZCTA5 12886,122719,85.057,0.000,199,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,87,74,87
12887,ZCTA5 12887,55361,34.036,29.247,4629,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,513,1754,597,1754
12901,ZCTA5 12901,59413,39.028,45.834,32012,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,6546,14282,5574,14282
12903,ZCTA5 12903,76912,52.975,46.110,1740,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,403,874,463,874
12910,ZCTA5 12910,52092,40.597,20.746,1994,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,139,670,272,670
12911,ZCTA5 12911,,0.000,63.636,44,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,21,33,0,33
12912,ZCTA5 12912,70469,46.438,12.665,1860,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,96,758,352,758
12913,ZCTA5 12913,71083,47.146,24.736,1128,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,117,473,223,473
12914,ZCTA5 12914,43750,37.989,32.123,892,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,115,358,136,358
12915,ZCTA5 12915,,55.556,30.556,61,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,11,36,20,36
12916,ZCTA5 12916,59762,43.559,27.402,2250,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,251,916,399,916
12917,ZCTA5 12917,70400,44.667,17.111,1194,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,77,450,201,450
12918,ZCTA5 12918,93902,64.568,9.152,2762,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,109,1191,769,1191
12919,ZCTA5 12919,77072,52.866,25.660,2789,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,282,1099,581,1099
12920,ZCTA5 12920,70714,47.481,16.764,2509,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,173,1032,490,1032
12921,ZCTA5 12921,100500,71.818,15.152,2771,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,150,990,711,990
12922,ZCTA5 12922,95625,82.353,11.765,33,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,2,17,14,17
12923,ZCTA5 12923,50000,28.070,21.930,463,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,50,228,64,228
12924,ZCTA5 12924,,9.910,86.486,230,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,96,111,11,111
12926,ZCTA5 12926,55481,37.151,19.460,2493,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,209,1074,399,1074
12927,ZCTA5 12927,64583,39.645,7.101,308,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,12,169,67,169
12928,ZCTA5 12928,79890,54.994,6.096,1805,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,47,771,424,771
12929,ZCTA5 12929,68472,46.041,25.220,2882,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,86,341,157,341
12930,ZCTA5 12930,67458,47.774,11.276,866,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,38,337,161,337
12932,ZCTA5 12932,61801,44.908,19.699,1183,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,118,599,269,599
12933,ZCTA5 12933,,0.000,0.000,7,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,3,0,3
12934,ZCTA5 12934,76167,51.515,28.139,1147,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,130,462,238,462
12935,ZCTA5 12935,55625,33.641,21.996,1159,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,119,541,182,541
12936,ZCTA5 12936,73843,46.032,15.238,693,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,48,315,145,315
12937,ZCTA5 12937,49265,35.348,16.667,1340,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,91,546,193,546
12939,ZCTA5 12939,51736,44.330,37.113,162,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,36,97,43,97
12941,ZCTA5 12941,77833,50.319,8.307,1477,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,52,626,315,626
12942,ZCTA5 12942,113750,72.201,5.019,462,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,13,259,187,259
12943,ZCTA5 12943,54943,40.496,30.579,293,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,37,121,49,121
12944,ZCTA5 12944,70375,46.135,23.130,4043,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,368,1591,734,1591
12945,ZCTA5 12945,88114,74.619,0.000,535,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,197,147,197
12946,ZCTA5 12946,78261,54.604,28.048,4805,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,658,2346,1281,2346
12950,ZCTA5 12950,74375,49.558,19.469,701,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,66,339,168,339
12952,ZCTA5 12952,,11.215,41.121,226,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,44,107,12,107
12953,ZCTA5 12953,64673,42.473,35.238,12842,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1690,4796,2037,4796
12955,ZCTA5 12955,73214,47.706,12.844,494,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,28,218,104,218
12956,ZCTA5 12956,67526,41.681,28.473,1538,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,166,583,243,583
12957,ZCTA5 12957,57839,33.629,39.848,1721,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,314,788,265,788
12958,ZCTA5 12958,58512,37.802,8.579,1650,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,64,746,282,746
12959,ZCTA5 12959,68813,43.458,7.281,1790,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,64,879,382,879
12960,ZCTA5 12960,61443,34.444,2.000,995,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,9,450,155,450
12961,ZCTA5 12961,,0.000,0.000,92,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,78,0,78
12962,ZCTA5 12962,67511,43.524,14.915,5131,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,342,2293,998,2293
12964,ZCTA5 12964,79063,59.259,11.111,46,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3,27,16,27
12965,ZCTA5 12965,63214,29.577,15.493,281,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,22,142,42,142
12966,ZCTA5 12966,66016,44.192,14.478,2962,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,172,1188,525,1188
12967,ZCTA5 12967,78438,53.579,18.655,1363,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,86,461,247,461
12969,ZCTA5 12969,59063,28.682,24.031,253,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,31,129,37,129
12970,ZCTA5 12970,81250,58.889,27.778,1022,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,50,180,106,180
12972,ZCTA5 12972,120822,69.686,11.270,7063,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,316,2804,1954,2804
12973,ZCTA5 12973,86875,56.364,0.000,136,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,55,31,55
12974,ZCTA5 12974,43832,28.554,29.988,1545,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,251,837,239,837
12975,ZCTA5 12975,,52.381,16.667,107,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,14,84,44,84
12976,ZCTA5 12976,70417,39.496,20.168,196,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,24,119,47,119
12977,ZCTA5 12977,,100.000,0.000,1186,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,8,8,8
12978,ZCTA5 12978,97470,100.000,0.000,243,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,81,81,81
12979,ZCTA5 12979,47135,33.041,46.099,2542,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,579,1256,415,1256
12980,ZCTA5 12980,61447,34.848,9.848,1064,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,52,528,184,528
12981,ZCTA5 12981,73258,47.255,12.768,2233,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,107,838,396,838
12983,ZCTA5 12983,64604,43.438,42.983,7410,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1513,3520,1529,3520
12985,ZCTA5 12985,74432,48.466,14.724,775,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,48,326,158,326
12986,ZCTA5 12986,60717,40.164,29.831,5304,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,690,2313,929,2313
12987,ZCTA5 12987,111083,56.842,11.579,188,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,11,95,54,95
12989,ZCTA5 12989,78438,51.660,8.714,1012,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,42,482,249,482
12992,ZCTA5 12992,78214,53.283,22.743,4129,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,388,1706,909,1706
12993,ZCTA5 12993,64688,46.263,20.876,1730,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,162,776,359,776
12996,ZCTA5 12996,64306,43.429,16.000,1937,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,140,875,380,875
12997,ZCTA5 12997,80568,51.613,16.509,1280,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,87,527,272,527
12998,ZCTA5 12998,41411,40.426,0.000,334,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,141,57,141
13020,ZCTA5 13020,90074,58.537,12.195,117,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,5,41,24,41
13021,ZCTA5 13021,58946,39.816,37.242,37479,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,6321,16973,6758,16973
13024,ZCTA5 13024,,,,1209,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
13026,ZCTA5 13026,96000,64.607,23.596,1703,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,126,534,345,534
13027,ZCTA5 13027,91369,58.427,30.151,35233,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4456,14779,8635,14779
13028,ZCTA5 13028,88906,52.695,3.892,913,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,13,334,176,334
13029,ZCTA5 13029,101555,64.168,23.168,7594,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,686,2961,1900,2961
13030,ZCTA5 13030,77541,50.972,12.639,3611,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,182,1440,734,1440
13031,ZCTA5 13031,92687,60.425,23.607,16076,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1678,7108,4295,7108
13032,ZCTA5 13032,74217,49.455,19.258,12964,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1007,5229,2586,5229
13033,ZCTA5 13033,80234,55.758,14.470,3660,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,191,1320,736,1320
13034,ZCTA5 13034,102813,66.749,14.091,2088,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,114,809,540,809
13035,ZCTA5 13035,110972,64.721,15.068,8191,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,457,3033,1963,3033
13036,ZCTA5 13036,87610,57.601,21.006,9079,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,760,3618,2084,3618
13037,ZCTA5 13037,79191,51.986,24.642,9519,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,912,3701,1924,3701
13039,ZCTA5 13039,108694,65.919,15.751,17184,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1075,6825,4499,6825
13040,ZCTA5 13040,67049,45.797,20.290,2683,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,210,1035,474,1035
13041,ZCTA5 13041,108491,71.579,10.614,12094,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,484,4560,3264,4560
13042,ZCTA5 13042,102031,57.439,9.573,1884,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,74,773,444,773
13044,ZCTA5 13044,69300,44.025,6.591,2884,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,75,1138,501,1138
13045,ZCTA5 13045,67028,44.554,42.009,28388,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4721,11238,5007,11238
13051,ZCTA5 13051,,100.000,0.000,52,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,35,35,35
13052,ZCTA5 13052,78750,52.477,16.254,1762,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,105,646,339,646
13053,ZCTA5 13053,71950,49.720,31.469,4756,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,619,1967,978,1967
13054,ZCTA5 13054,99643,68.487,11.555,1289,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,55,476,326,476
13057,ZCTA5 13057,77908,52.076,26.092,14476,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1697,6504,3387,6504
13060,ZCTA5 13060,60661,41.680,10.720,2845,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,134,1250,521,1250
13061,ZCTA5 13061,83239,54.232,8.150,641,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,26,319,173,319
13062,ZCTA5 13062,,59.836,31.967,241,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,39,122,73,122
13063,ZCTA5 13063,80250,51.005,10.050,1644,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,80,796,406,796
13065,ZCTA5 13065,,50.000,0.000,131,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,74,37,74
13066,ZCTA5 13066,121599,67.809,18.057,12680,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,985,5455,3699,5455
13068,ZCTA5 13068,79521,55.499,28.535,4464,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,563,1973,1095,1973
13069,ZCTA5 13069,63156,42.010,33.710,23176,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3310,9819,4125,9819
13071,ZCTA5 13071,79464,52.941,23.529,760,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,68,289,153,289
13072,ZCTA5 13072,46836,27.463,16.716,811,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,56,335,92,335
13073,ZCTA5 13073,71316,46.699,25.915,6246,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,687,2651,1238,2651
13074,ZCTA5 13074,73681,49.454,19.494,4471,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,339,1739,860,1739
13076,ZCTA5 13076,87865,54.509,4.154,2521,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,41,987,538,987
13077,ZCTA5 13077,70111,44.079,21.738,6567,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,648,2981,1314,2981
13078,ZCTA5 13078,114657,75.370,15.537,10564,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,598,3849,2901,3849
13080,ZCTA5 13080,77039,52.290,19.129,3282,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,259,1354,708,1354
13081,ZCTA5 13081,89583,57.841,12.627,1094,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,62,491,284,491
13082,ZCTA5 13082,89485,58.021,5.962,4177,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,97,1627,944,1627
13083,ZCTA5 13083,60625,41.710,22.409,1861,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,173,772,322,772
13084,ZCTA5 13084,87917,62.572,23.934,3764,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,376,1571,983,1571
13087,ZCTA5 13087,130455,87.234,0.000,252,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,94,82,94
13088,ZCTA5 13088,73814,48.634,42.347,21875,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4573,10799,5252,10799
13090,ZCTA5 13090,90315,58.638,31.083,29180,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3798,12219,7165,12219
13092,ZCTA5 13092,64453,42.562,17.635,2707,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,179,1015,432,1015
13101,ZCTA5 13101,62670,38.251,22.655,2221,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,215,949,363,949
13102,ZCTA5 13102,,0.000,0.000,67,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,33,0,33
13103,ZCTA5 13103,65139,29.508,13.115,239,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,16,122,36,122
13104,ZCTA5 13104,123770,66.167,19.373,16504,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1254,6473,4283,6473
13108,ZCTA5 13108,90377,62.693,21.167,6144,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,577,2726,1709,2726
13110,ZCTA5 13110,100000,64.570,9.934,2374,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,90,906,585,906
13111,ZCTA5 13111,59886,38.647,9.823,1660,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,61,621,240,621
13112,ZCTA5 13112,74828,49.415,17.982,1827,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,123,684,338,684
13113,ZCTA5 13113,39375,35.000,0.000,41,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,20,7,20
13114,ZCTA5 13114,73328,48.245,20.204,7313,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,593,2935,1416,2935
13115,ZCTA5 13115,71172,39.506,24.691,223,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,20,81,32,81
13116,ZCTA5 13116,93125,60.795,20.241,3657,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,285,1408,856,1408
13117,ZCTA5 13117,42750,11.538,20.513,211,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,16,78,9,78
13118,ZCTA5 13118,67614,47.296,16.962,5514,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,345,2034,962,2034
13119,ZCTA5 13119,,,,0,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
13120,ZCTA5 13120,54167,36.788,9.197,1881,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,71,772,284,772
13121,ZCTA5 13121,,,,0,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
13122,ZCTA5 13122,77984,54.682,12.542,1289,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,75,598,327,598
13123,ZCTA5 13123,,0.000,0.000,35,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,35,0,35
13124,ZCTA5 13124,95625,65.116,6.977,95,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3,43,28,43
13126,ZCTA5 13126,63590,43.787,33.865,36199,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4611,13616,5962,13616
13131,ZCTA5 13131,66992,43.225,14.963,2856,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,180,1203,520,1203
13132,ZCTA5 13132,71780,47.013,7.001,3561,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,116,1657,779,1657
13134,ZCTA5 13134,,74.074,0.000,129,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,27,20,27
13135,ZCTA5 13135,82977,54.127,26.561,6229,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,634,2387,1292,2387
