zip,name,median_income,pct_hh_100k_plus,pct_renters,population,acs_year,dataset,fetched_at_utc,status,error_message,renters_count,occupied_count,hh_count_100k_plus,hh_count_total
11753,ZCTA5 11753,185000,87.303,15.465,12729,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,609,3938,3438,3938
11754,ZCTA5 11754,123406,68.055,13.957,17660,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,952,6821,4642,6821
11755,ZCTA5 11755,120306,69.398,19.891,11953,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,806,4052,2812,4052
11756,ZCTA5 11756,139901,77.263,6.029,42553,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,840,13933,10765,13933
11757,ZCTA5 11757,128081,71.505,15.707,44571,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,2254,14350,10261,14350
11758,ZCTA5 11758,157404,79.598,6.457,54741,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1214,18802,14966,18802
11762,ZCTA5 11762,170799,83.034,1.534,22447,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,117,7627,6333,7627
11763,ZCTA5 11763,119286,69.569,10.446,30235,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1003,9602,6680,9602
11764,ZCTA5 11764,142344,71.415,20.513,12530,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,864,4212,3008,4212
11765,ZCTA5 11765,250001,76.471,15.686,808,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,40,255,195,255
11766,ZCTA5 11766,157564,74.605,3.106,11481,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,120,3863,2882,3863
11767,ZCTA5 11767,148762,78.787,8.983,14495,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,440,4898,3859,4898
11768,ZCTA5 11768,163435,79.581,7.963,21908,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,654,8213,6536,8213
11769,ZCTA5 11769,128419,69.109,13.762,9031,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,462,3357,2320,3357
11770,ZCTA5 11770,101250,73.077,15.385,124,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,8,52,38,52
11771,ZCTA5 11771,163134,74.784,28.162,10173,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1042,3700,2767,3700
11772,ZCTA5 11772,105246,66.456,29.746,45006,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,5130,17246,11461,17246
11776,ZCTA5 11776,119480,69.448,21.600,23629,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1742,8065,5601,8065
11777,ZCTA5 11777,148519,76.985,25.744,9347,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,934,3628,2793,3628
11778,ZCTA5 11778,119656,74.224,6.019,12919,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,287,4768,3539,4768
11779,ZCTA5 11779,117684,68.436,24.261,38273,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3176,13091,8959,13091
11780,ZCTA5 11780,141576,76.955,13.325,15586,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,743,5576,4291,5576
11782,ZCTA5 11782,144786,75.627,23.687,14537,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1276,5387,4074,5387
11783,ZCTA5 11783,164128,81.904,6.714,21588,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,476,7090,5807,7090
11784,ZCTA5 11784,105268,66.876,14.489,25986,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1223,8441,5645,8441
11786,ZCTA5 11786,161250,80.844,4.222,6348,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,80,1895,1532,1895
11787,ZCTA5 11787,141505,76.846,13.613,34656,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1611,11834,9094,11834
11788,ZCTA5 11788,148946,78.230,16.485,17092,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,920,5581,4366,5581
11789,ZCTA5 11789,140665,73.733,15.346,7447,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,430,2802,2066,2802
11790,ZCTA5 11790,157695,83.011,10.371,19934,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,467,4503,3738,4503
11791,ZCTA5 11791,204357,82.003,7.233,25194,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,582,8046,6598,8046
11792,ZCTA5 11792,147100,80.683,1.183,8562,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,36,3044,2456,3044
11793,ZCTA5 11793,168519,80.096,4.372,31497,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,456,10430,8354,10430
11794,ZCTA5 11794,,,,1519,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
11795,ZCTA5 11795,171068,85.285,4.261,25063,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,342,8026,6845,8026
11796,ZCTA5 11796,162443,76.591,15.868,3715,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,202,1273,975,1273
11797,ZCTA5 11797,183472,77.261,13.219,9338,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,418,3162,2443,3162
11801,ZCTA5 11801,147945,76.132,11.965,41792,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1540,12871,9799,12871
11803,ZCTA5 11803,184410,81.219,6.829,30219,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,705,10324,8385,10324
11804,ZCTA5 11804,159145,82.085,10.077,4613,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,144,1429,1173,1429
11901,ZCTA5 11901,83252,55.358,29.972,32921,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3418,11404,6313,11404
11930,ZCTA5 11930,132917,78.797,15.506,689,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,49,316,249,316
11931,ZCTA5 11931,,100.000,100.000,24,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,11,11,11,11
11932,ZCTA5 11932,200353,84.026,15.335,696,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,48,313,263,313
11933,ZCTA5 11933,80571,52.981,15.640,6784,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,480,3069,1626,3069
11934,ZCTA5 11934,154588,80.327,7.745,8222,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,213,2750,2209,2750
11935,ZCTA5 11935,138024,75.146,11.259,2946,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,135,1199,901,1199
11937,ZCTA5 11937,122489,65.458,23.433,21806,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,2023,8633,5651,8633
11939,ZCTA5 11939,116023,65.646,12.250,1741,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,92,751,493,751
11940,ZCTA5 11940,121250,66.748,32.423,5508,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,665,2051,1369,2051
11941,ZCTA5 11941,124095,72.041,11.612,2472,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,103,887,639,887
11942,ZCTA5 11942,106875,67.320,14.589,5871,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,350,2399,1615,2399
11944,ZCTA5 11944,79917,51.003,36.466,4744,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,745,2043,1042,2043
11946,ZCTA5 11946,128844,72.121,21.836,17303,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1420,6503,4690,6503
11947,ZCTA5 11947,,100.000,31.000,248,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,31,100,100,100
11948,ZCTA5 11948,146054,82.508,0.000,775,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,303,250,303
11949,ZCTA5 11949,135000,73.689,13.385,13159,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,669,4998,3683,4998
11950,ZCTA5 11950,105593,60.656,18.115,16944,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,861,4753,2883,4753
11951,ZCTA5 11951,108877,63.840,18.817,15830,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,932,4953,3162,4953
11952,ZCTA5 11952,116667,76.468,6.654,4749,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,136,2044,1563,2044
11953,ZCTA5 11953,92049,56.654,35.139,13383,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1901,5410,3065,5410
11954,ZCTA5 11954,129375,69.839,19.345,4073,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,313,1618,1130,1618
11955,ZCTA5 11955,77692,50.428,57.703,2626,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,809,1402,707,1402
11956,ZCTA5 11956,121500,62.676,13.380,293,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,19,142,89,142
11957,ZCTA5 11957,88293,58.537,3.354,1152,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,22,656,384,656
11958,ZCTA5 11958,64263,46.417,28.972,864,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,93,321,149,321
11959,ZCTA5 11959,,62.500,23.333,576,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,56,240,150,240
11960,ZCTA5 11960,216989,88.112,0.000,1037,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,429,378,429
11961,ZCTA5 11961,86134,54.457,10.816,12436,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,603,5575,3036,5575
11962,ZCTA5 11962,89886,56.981,4.906,546,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,13,265,151,265
11963,ZCTA5 11963,126513,69.743,16.963,8114,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,601,3543,2471,3543
11964,ZCTA5 11964,129826,69.891,6.113,2858,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,67,1096,766,1096
11965,ZCTA5 11965,,66.667,21.053,421,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,60,285,190,285
11967,ZCTA5 11967,106810,66.757,8.732,27266,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,741,8486,5665,8486
11968,ZCTA5 11968,146138,73.623,14.190,14263,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,786,5539,4078,5539
11970,ZCTA5 11970,,52.232,0.000,468,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,224,117,224
11971,ZCTA5 11971,124097,74.630,15.169,6507,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,400,2637,1968,2637
11972,ZCTA5 11972,,44.800,39.200,309,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,49,125,56,125
11973,ZCTA5 11973,,,,42,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
11975,ZCTA5 11975,,64.286,4.286,423,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,9,210,135,210
11976,ZCTA5 11976,158000,71.491,9.123,2447,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,104,1140,815,1140
11977,ZCTA5 11977,156406,80.118,4.897,2782,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,50,1021,818,1021
11978,ZCTA5 11978,108938,64.941,15.404,4376,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,250,1623,1054,1623
11980,ZCTA5 11980,106857,62.997,28.311,5138,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,684,2416,1522,2416
12007,ZCTA5 12007,99688,65.441,5.147,314,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,7,136,89,136
12008,ZCTA5 12008,140594,89.552,0.000,610,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,201,180,201
12009,ZCTA5 12009,114352,68.962,21.781,8068,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,680,3122,2153,3122
12010,ZCTA5 12010,60013,41.075,36.189,27339,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4081,11277,4632,11277
12015,ZCTA5 12015,84342,54.348,15.283,4084,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,232,1518,825,1518
12017,ZCTA5 12017,,42.991,6.075,439,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,13,214,92,214
12018,ZCTA5 12018,133542,79.337,16.291,7069,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,462,2836,2250,2836
12019,ZCTA5 12019,116329,71.002,19.165,15683,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1257,6559,4657,6559
12020,ZCTA5 12020,101727,64.866,30.180,34140,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4368,14473,9388,14473
12022,ZCTA5 12022,77386,52.618,19.701,1069,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,79,401,211,401
12023,ZCTA5 12023,115658,66.505,17.112,2364,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,141,824,548,824
12024,ZCTA5 12024,,55.556,4.444,80,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,2,45,25,45
12025,ZCTA5 12025,71732,48.487,20.026,5278,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,470,2347,1138,2347
12027,ZCTA5 12027,106500,75.740,14.260,4706,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,241,1690,1280,1690
12028,ZCTA5 12028,87266,57.881,13.178,1132,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,51,387,224,387
12029,ZCTA5 12029,104167,61.789,15.244,1017,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,75,492,304,492
12031,ZCTA5 12031,83056,56.977,22.093,224,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,19,86,49,86
12032,ZCTA5 12032,54375,33.051,8.757,710,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,31,354,117,354
12033,ZCTA5 12033,92808,53.864,20.987,7772,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,736,3507,1889,3507
12035,ZCTA5 12035,78333,52.970,10.891,455,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,22,202,107,202
12036,ZCTA5 12036,41667,32.292,7.292,335,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,7,96,31,96
12037,ZCTA5 12037,93990,57.151,29.068,4045,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,502,1727,987,1727
12040,ZCTA5 12040,55682,10.000,0.000,29,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,20,2,20
12041,ZCTA5 12041,117557,66.667,18.519,353,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,30,162,108,162
12042,ZCTA5 12042,,63.964,29.730,286,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,33,111,71,111
12043,ZCTA5 12043,73006,47.850,34.642,7883,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1015,2930,1402,2930
12045,ZCTA5 12045,116827,100.000,15.942,237,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,22,138,138,138
12046,ZCTA5 12046,79833,55.147,18.015,612,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,49,272,150,272
12047,ZCTA5 12047,66970,45.992,52.696,23406,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,5141,9756,4487,9756
12051,ZCTA5 12051,88393,54.491,35.396,5706,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,532,1503,819,1503
12052,ZCTA5 12052,116250,67.376,7.943,1931,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,56,705,475,705
12053,ZCTA5 12053,99831,60.132,11.148,4325,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,203,1821,1095,1821
12054,ZCTA5 12054,128684,74.068,24.623,16988,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1731,7030,5207,7030
12056,ZCTA5 12056,117652,61.597,9.252,1818,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,73,789,486,789
12057,ZCTA5 12057,66958,45.019,12.807,1966,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,99,773,348,773
12058,ZCTA5 12058,84865,61.905,11.905,1451,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,70,588,364,588
12059,ZCTA5 12059,100938,65.179,9.673,1531,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,65,672,438,672
12060,ZCTA5 12060,102109,67.980,12.706,1768,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,100,787,535,787
12061,ZCTA5 12061,117083,70.984,23.243,9778,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,926,3984,2828,3984
12062,ZCTA5 12062,86094,61.911,19.241,1723,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,147,764,473,764
12063,ZCTA5 12063,84817,76.923,0.000,745,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,299,230,299
12064,ZCTA5 12064,69792,33.333,13.821,314,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,17,123,41,123
12065,ZCTA5 12065,115681,68.571,28.947,44726,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,5270,18206,12484,18206
12066,ZCTA5 12066,71250,49.091,13.896,1830,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,107,770,378,770
12067,ZCTA5 12067,120878,75.301,9.237,1250,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,46,498,375,498
12068,ZCTA5 12068,73050,46.100,15.100,2717,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,151,1000,461,1000
12069,ZCTA5 12069,,53.846,0.000,387,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,117,63,117
12070,ZCTA5 12070,78884,52.270,29.831,2404,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,230,771,403,771
12071,ZCTA5 12071,69013,42.424,23.232,221,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,23,99,42,99
12072,ZCTA5 12072,86442,56.486,15.832,3019,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,155,979,553,979
12074,ZCTA5 12074,91901,59.730,8.930,2833,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,106,1187,709,1187
12075,ZCTA5 12075,83443,57.714,17.565,3147,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,189,1076,621,1076
12076,ZCTA5 12076,73056,48.789,6.055,1316,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,35,578,282,578
12077,ZCTA5 12077,125370,67.804,23.463,6733,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,626,2668,1809,2668
12078,ZCTA5 12078,54565,34.281,38.639,23087,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3804,9845,3375,9845
12082,ZCTA5 12082,,0.000,0.000,3,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,3,0,3
12083,ZCTA5 12083,84004,59.184,21.224,3648,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,260,1225,725,1225
12084,ZCTA5 12084,86968,57.259,75.893,5054,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1678,2211,1266,2211
12085,ZCTA5 12085,,43.750,86.607,309,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,97,112,49,112
12086,ZCTA5 12086,81556,57.082,15.451,1644,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,108,699,399,699
12087,ZCTA5 12087,89375,53.618,5.428,1678,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,33,608,326,608
12090,ZCTA5 12090,72500,47.171,27.233,5874,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,616,2262,1067,2262
12092,ZCTA5 12092,70938,49.610,29.641,1423,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,190,641,318,641
12093,ZCTA5 12093,61250,36.318,9.966,1258,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,59,592,215,592
12094,ZCTA5 12094,101087,66.707,3.148,2560,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,26,826,551,826
12095,ZCTA5 12095,69864,46.560,33.440,12013,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1769,5290,2463,5290
12106,ZCTA5 12106,80735,57.563,13.445,1963,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,128,952,548,952
12108,ZCTA5 12108,76786,52.941,32.941,396,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,56,170,90,170
12110,ZCTA5 12110,101839,64.712,34.852,19969,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,2793,8014,5186,8014
12115,ZCTA5 12115,187841,73.171,0.000,62,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,0,41,30,41
12116,ZCTA5 12116,76359,54.058,13.149,1533,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,81,616,333,616
12117,ZCTA5 12117,66685,47.073,17.799,2841,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,228,1281,603,1281
12118,ZCTA5 12118,91182,57.308,31.464,17056,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,2368,7526,4313,7526
12120,ZCTA5 12120,76728,59.751,7.469,596,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,18,241,144,241
12121,ZCTA5 12121,120625,76.731,1.108,2325,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,8,722,554,722
12122,ZCTA5 12122,54308,34.082,21.474,3555,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,373,1737,592,1737
12123,ZCTA5 12123,104438,64.413,17.286,4853,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,358,2071,1334,2071
12124,ZCTA5 12124,,34.483,0.000,182,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,116,40,116
12125,ZCTA5 12125,67596,47.216,23.163,1147,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,104,449,212,449
12130,ZCTA5 12130,101339,68.421,12.782,305,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,17,133,91,133
12131,ZCTA5 12131,58929,36.667,17.778,209,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,16,90,33,90
12132,ZCTA5 12132,,55.914,0.000,129,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,93,52,93
12134,ZCTA5 12134,70938,48.769,22.782,4093,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,398,1747,852,1747
12136,ZCTA5 12136,155978,82.703,5.135,881,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,19,370,306,370
12137,ZCTA5 12137,96678,67.651,19.835,2347,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,168,847,573,847
12138,ZCTA5 12138,78693,52.856,9.037,2826,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,106,1173,620,1173
12139,ZCTA5 12139,91250,51.724,15.517,243,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,18,116,60,116
12140,ZCTA5 12140,120476,70.000,9.516,1526,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,59,620,434,620
12143,ZCTA5 12143,89450,57.618,21.560,5462,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,467,2166,1248,2166
12144,ZCTA5 12144,88357,56.899,40.861,21631,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3903,9552,5435,9552
12147,ZCTA5 12147,92813,57.709,5.727,508,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,13,227,131,227
12148,ZCTA5 12148,135694,72.873,17.956,4121,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,325,1810,1319,1810
12149,ZCTA5 12149,58750,36.258,24.841,2176,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,235,946,343,946
12150,ZCTA5 12150,73977,48.410,1.413,665,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,4,283,137,283
12151,ZCTA5 12151,96184,70.091,13.470,986,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,59,438,307,438
12153,ZCTA5 12153,85347,50.737,0.885,751,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,3,339,172,339
12154,ZCTA5 12154,110387,63.123,10.793,2875,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,132,1223,772,1223
12155,ZCTA5 12155,61563,42.335,11.814,1812,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,84,711,301,711
12156,ZCTA5 12156,99833,73.899,11.950,939,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,38,318,235,318
12157,ZCTA5 12157,77364,52.479,14.758,4444,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,259,1755,921,1755
12158,ZCTA5 12158,95949,63.787,29.671,6221,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,821,2767,1765,2767
12159,ZCTA5 12159,109073,72.863,27.895,8794,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,1067,3825,2787,3825
12160,ZCTA5 12160,70833,42.899,20.710,735,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,70,338,145,338
12161,ZCTA5 12161,,47.826,52.174,41,2023,acs/acs5,2025-12-29T02:34:45.997185Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,12,23,11,23
12164,ZCTA5 12164,58594,35.111,24.444,520,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,55,225,79,225
12165,ZCTA5 12165,53500,31.897,6.034,202,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,7,116,37,116
12166,ZCTA5 12166,90147,56.679,7.762,1459,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,43,554,314,554
12167,ZCTA5 12167,58950,41.658,27.358,2257,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,264,965,402,965
12168,ZCTA5 12168,86028,56.618,17.500,1691,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,119,680,385,680
12169,ZCTA5 12169,39921,25.837,18.660,407,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,39,209,54,209
12170,ZCTA5 12170,100469,64.303,21.611,5225,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,448,2073,1333,2073
12172,ZCTA5 12172,62000,42.857,98.214,184,2023,acs/acs5,2025-12-29T02:34:45.997185Z,ok,,55,56,24,56
